login,order_id,customer_id,MOTT,status,marketplaceid,orderTotalAmountUSD,ictry_cd,bctry_cd,cctry_cd,sctry_cd,emailorg,ipadd,paymeth,gls,isfba,hasprime,seg,fastlane,numitem,issuingbank,fingerprint,createdcountrycode,ipstate,sst_cd,zip,nsignins,days_lastorder,comp_dayob,capture_date,capture_calendar_week,event_day,event_calendar_week,event_calendar_month,event_calendar_year,event_priority,capture_priority,risk_score,conceded_order_id,conc_amt_usd,max_concession_creation_day,min_concession_creation_day,unique_id,report_generation_date
abd,111-7645595-9049850,961315158402,tt/d133046258,NORMAL,1,220.39,,US,US,US,GMAIL.COM,10.160.141.120,CC,"107,201",1,1,1,1,3,,PyWpvRkm5WoKLPPCY3s1UQ==,US,--,PA,15136-2059,3,0.0,0.0,2024-11-02 13:51:10.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,cad165c67ea4d7e9cc472514794a41be,2024-11-07 00:00:00.000
abb,113-0492762-3116206,957902529902,tt/d133046258,NORMAL,1,202.99,US,US,US,US,GMAIL.COM,2600:1002:b184:6df3:01e3:74e8:5474:ffab,CC,"107,147",1,1,1,1,2,AfterPay,goOPOvli9WbPXHbhCdcKXQ==,US,DE,NJ,08244-1623,8,0.0,0.0,2024-10-29 11:32:18.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,f27f78f77538ea299560dc66721e3323,2024-11-07 00:00:00.000
abc,111-1262102-6761044,16615301105,tt/d133046258,NORMAL,1,351.84,PE,US,PE,US,GMAIL.COM,179.7.72.64,CC,468,1,0,3,1,3,Interbank - Banco Internacional del Peru,hk5ycB65a9vTbgNwsBp2+Q==,US,--,CA,95521-9012,6,0.0,0.0,2024-11-05 15:00:40.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,81,,,,,def69428ced64cfbfad8bfacf9e96d74,2024-11-07 00:00:00.000
aba,113-0429796-2617015,959857061302,tt/d133046258,NORMAL,1,305.99,US,US,US,US,,2607:fb91:24ac:895b:1a74:2eff:fead:2183,CC,469,1,0,3,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,US,ID,ID,83709-7845,2,0.0,0.0,2024-10-31 16:36:45.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,87,,,,,118c91c1611b85245964806e4ec46833,2024-11-07 00:00:00.000
abd,113-0439629-0189032,703943908812,tt/d133046258,NORMAL,1,214.11,,SE,SE,SE,GMAIL.COM,10.123.152.180,CC,147,1,0,2,1,1,SWEDBANK AB,nNFikz7BBx3EhSgwi5Zqvg==,UNKNOWN,--,,63361,2,0.0,0.0,2024-10-31 12:02:20.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,71,,,,,861750758683d1ea9f47e3fa23161b6f,2024-11-07 00:00:00.000
abb,114-6465776-2698646,965291732102,tt/d133046258,NORMAL,1,539.27,,US,US,US,,10.163.165.213,CC,"75,79,107,201",1,0,1,1,6,CAPITAL_ONE_NA,Jlyzsoh7agLuoeP3QSrTJg==,US,--,FL,32828-4862,2,0.0,0.0,2024-11-07 00:27:13.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,75,,,,,9504278de42d7481e8a5b0f6ea5be218,2024-11-07 00:00:00.000
abc,111-2945687-3801824,957828844302,tt/d133046258,NORMAL,1,700.55,,US,US,US,GMAIL.COM,10.88.165.11,CC,"60,86",1,0,3,1,3,CITIBANK,YIE+eeZT4pAGas1D0kmBPg==,US,--,TX,75241-1811,1,0.0,0.0,2024-10-29 03:24:36.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,45be05d710c683eab22e1b492f79558e,2024-11-07 00:00:00.000
aba,111-1280475-4945820,960831618902,tt/d133046258,NORMAL,1,505.99,US,US,US,US,GMAIL.COM,108.5.250.188,CC,510,1,0,3,1,1,JPMorgan Chase Bank N.A. - Debit,0CGjpRHseAQUb2D6P5rKwA==,US,NJ,NJ,07306-2683,6,0.0,0.0,2024-11-02 00:59:01.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,69,,,,,f44af1ffe205e978fcfa6f20a3a52f86,2024-11-07 00:00:00.000
abd,114-4183584-5544234,959556207202,tt/d133046258,NORMAL,1,284.41,US,US,US,US,GMAIL.COM,172.58.240.30,CC,263,1,0,3,1,1,,0+sioIurcX7MwLOTxQd97A==,US,MD,VA,22003-6321,2,0.0,0.0,2024-10-31 06:23:38.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,89,,,,,105c622b9a204ee189a531c32769cba9,2024-11-07 00:00:00.000
abb,202-3801380-3737148,822951394712,tt/d137463334,NORMAL,3,248.3,,GB,GB,GB,,10.91.68.36,CC,79,1,1,3,1,1,,f+USbf+pIL7HiY+9tHs5Vw==,GB,--,,SE6 1NB,12,1.004918,6.967731,2024-10-30 11:14:02.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,82,,,,,613a8ef0f0c0fcd02f5670e29af7cbc7,2024-11-07 00:00:00.000
abc,026-3876716-5861122,834540727812,tt/d137463334,NORMAL,3,299.96,GB,GB,GB,GB,GMAIL.COM,2.27.148.227,CC,325,1,0,3,1,10,,t6ag+6SLBNPJrsk0K1uh8A==,GB,EN,,E13 0QU,5,0.0,0.0,2024-11-06 11:32:33.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,9fd1faaee85a8b10ba1233531da56bd4,2024-11-07 00:00:00.000
aba,205-4997624-8429953,830030527312,tt/d137463334,NORMAL,3,326.31,US,GB,US,GB,US.FORVISMAZARS.COM,150.195.206.225,CC,147,1,0,1,1,2,LLOYDS TSB BANK PLC,BAkRymeiOEUYQA7K+btuDA==,GB,VA,,WA6 0DY,3,0.0,0.0,2024-10-30 18:51:45.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,b62d9e4211dee40c5831e0a3b8a1b39e,2024-11-07 00:00:00.000
abd,202-7104796-9102726,834740159312,tt/d137463334,NORMAL,3,233.05,GB,GB,GB,GB,GMAIL.COM,80.229.150.11,CC,325,1,0,3,1,15,Wise Payments Limited,8jgpXvp0m7s2eVY3KmX1/w==,GB,EN,,M130TJ,2,0.0,0.0,2024-11-06 17:21:59.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,bef0270be5c5a2fd6c3281b706955aa7,2024-11-07 00:00:00.000
abb,407-4468545-9977135,219402774112,tt/d138826491,NORMAL,44551,237.53,ES,ES,ES,ES,YAHOO.COM,79.117.165.84,CC,263,1,1,3,1,1,ING BANK N.V.,K4CpyscBfMjR4s81iiWvPA==,ES,CT,MADRID,28903,31,19.01566,20.017176,2024-10-28 14:16:36.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,24b40b0f424dcc450020cd81da47af2f,2024-11-07 00:00:00.000
abc,305-6750077-8206762,426281774712,tt/d141997345,NORMAL,4,2278.62,,NL,NL,NL,OUTLOOK.COM,10.90.32.207,CC,147,1,0,4,0,1,ING Bank N.V.,,NL,--,,5386AN,7,0.758814,604.928906,2024-11-04 08:09:56.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,232206bedd3cb13f29edddf0fc8f895a,2024-11-07 00:00:00.000
aba,402-5452233-5497900,450885733312,tt/d141997345,NORMAL,44551,493.36,,ES,ES,ES,IESVELAZQUEZ.ORG,10.90.112.132,CC,107,1,1,4,1,1,BANCO SANTANDER S.A.,UNAXnIaqW2Yw/HP3oOw7EQ==,GB,--,SEVILLA,41009,9,3.977359,29.013378,2024-11-05 08:03:22.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,89,,,,,4f08bd490a3a9e1cd8b659e4e417584a,2024-11-07 00:00:00.000
abd,402-6448176-0866741,39651840512,tt/d141997345,NORMAL,5,1111.52,,FR,FR,FR,,10.89.167.194,CC,107,1,0,4,1,1,Societe Generale S.A.,PyWpvRkm5WoKLPPCY3s1UQ==,FR,--,,63110,50,57.875941,2146.573337,2024-10-29 07:30:31.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,591a420ef54c4121142a81a3f0fb3ef6,2024-11-07 00:00:00.000
abb,403-9227252-0149922,63541158412,tt/d141997345,NORMAL,35691,872.56,,IT,,IT,GMAIL.COM,10.91.42.158,Installments,107,1,1,4,1,1,,qmB/IeEpTcZ6KaEXWrZAyw==,IT,--,RAVENNA,48018,7,40.602098,517.727561,2024-11-05 08:38:12.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,54e93dbef6f6d39c504cc02e1782b010,2024-11-07 00:00:00.000
abc,404-3086754-8495556,302276658412,tt/d141997345,NORMAL,44551,2594.7,ES,ES,ES,ES,GMAIL.COM,81.34.116.66,CC,107,1,1,4,0,2,Banco Santander S.A.,mXn2cdJR5t+bk1ETZP27pw==,FR,MD,MADRID,28045,39,4.017431,761.253218,2024-11-04 14:11:26.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,9c5791af1849206b51cb29e5f10c83a2,2024-11-07 00:00:00.000
aba,405-6381975-2104332,13428865825,tt/d141997345,NORMAL,35691,1098.63,IT,IT,IT,IT,HOTMAIL.IT,93.61.62.219,CC,107,1,1,4,1,1,STAR_PROCESSING_INC,mXn2cdJR5t+bk1ETZP27pw==,IT,--,PARMA,43123,50,2.998692,3011.700093,2024-10-29 08:46:11.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,67,,,,,3bb9cf2571bb6be881f216125a43f6a1,2024-11-07 00:00:00.000
abd,406-9452733-0502750,723268773012,tt/d141997345,NORMAL,5,1014.36,,FR,FR,FR,GMAIL.COM,10.89.187.19,CC,107,1,0,4,1,2,La Banque Postale,SkA4uB8FVjgT/LldEBO8aQ==,BE,--,,92360,13,92.126298,100.847433,2024-10-31 12:31:43.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,2acfd87346baed39ce5b37e1c73fd27f,2024-11-07 00:00:00.000
abb,305-2282560-4857105,9368520225,tt/d141997345,NORMAL,4,1380.87,,IT,IT,IT,GMAIL.COM,10.89.182.111,CC,60,1,0,4,0,1,,,IT,--,PADOVA,35024,50,1.307212,3606.398913,2024-11-04 09:01:25.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,75,,,,,613fe9e1b43b3d499b1679692cec8210,2024-11-07 00:00:00.000
abc,402-8519539-2287559,15235106025,tt/d141997345,NORMAL,35691,1104.26,,IT,IT,IT,YAHOO.IT,10.89.63.249,CC,107,1,1,4,1,1,PostePay,,IT,--,VICENZA,36065,9,39.062657,2876.566824,2024-11-04 11:40:28.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,b4e57972859a92d357e6ecbc536af876,2024-11-07 00:00:00.000
aba,402-9111816-5125964,8300023435,tt/d141997345,NORMAL,5,995.81,,FR,FR,FR,HOTMAIL.COM,10.81.233.217,CC,107,1,1,4,1,1,Banque Federative du Credit Mutuel (Bfcm),/s/dk5gXTy1Z5WxJiOsJyg==,FR,--,,54400,36,20.272191,4054.666276,2024-11-04 14:50:56.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,09a56eea8fdc18e51d951ed8aefbf9e0,2024-11-07 00:00:00.000
abd,403-4963481-2414715,11422314225,tt/d141997345,NORMAL,35691,1221.33,,IT,,IT,GMAIL.COM,10.81.104.184,Installments,107,1,1,4,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,IT,--,BRESCIA,25018,50,7.175304,3141.827503,2024-11-01 14:55:56.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,479d905c81ecede2b3ebdf82d229d7a3,2024-11-07 00:00:00.000
abb,408-7618455-6322730,826005523912,tt/d141997345,NORMAL,44551,205.79,,ES,ES,ES,GMAIL.COM,10.89.32.70,CC,147,1,1,1,1,1,ING BANK N.V.,deZ1zzWKNORUpSlPmlfzTQ==,ES,--,MADRID,28021,50,3.437761,9.668525,2024-11-04 10:01:09.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,692756f956bf139b5946d79948e0b1a3,2024-11-07 00:00:00.000
abc,206-9958792-5081120,565879996512,tt/d141997345,NORMAL,3,1296.23,,GB,GB,GB,LIVE.UWE.AC.UK,10.81.222.52,"CC,GC",107,1,0,4,1,1,Lloyds TSB,YbLFtkFtxRWeDupMtQvJlQ==,GB,--,,S5 0SD,50,124.83145,335.934691,2024-11-02 14:25:36.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,64,,,,,0abcb70a8ef19130fabebe316e3b2e87,2024-11-07 00:00:00.000
aba,405-5199292-3483513,167498038812,tt/d141997345,NORMAL,35691,1032.1,IT,IT,,IT,GMAIL.COM,87.21.253.224,Installments,107,1,1,4,1,2,,clQ38KssE5AHnMPZEoxKvQ==,IT,--,LECCE,73023,50,20.984699,1272.724352,2024-11-06 06:17:36.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,1f292a3e85cbe6e9208d45fbba502641,2024-11-07 00:00:00.000
abd,406-5915732-8891532,11717793512,tt/d141997345,NORMAL,44551,851.56,,ES,,ES,ICLOUD.COM,10.90.197.10,Installments,421,1,1,4,1,1,,hI4U6IboCnfsodYCkB3iPA==,ES,--,LLEIDA,25005,50,4.744493,2591.09131,2024-11-01 11:35:50.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,ecf2551f1e1770304628f9a8eaa4513a,2024-11-07 00:00:00.000
abb,408-1669656-0176331,165521572812,tt/d141997345,NORMAL,5,1114.71,FR,FR,FR,FR,GMAIL.COM,46.193.68.142,CC,107,1,1,4,1,1,Banque Federative du Credit Mutuel (Bfcm),2TI9LafJoNCCRfIvXp/s1A==,FR,IDF,,13100,50,0.0,531.700903,2024-11-01 14:22:08.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,48adbd4c408256fb5a1bb404fd2464e1,2024-11-07 00:00:00.000
abc,171-4836980-8995554,453550197012,tt/d141997345,NORMAL,35691,245.17,IT,IT,IT,IT,LIBERO.IT,109.54.218.94,CC,263,1,0,4,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,IT,--,NAPOLI,80142,50,6.855324,538.084977,2024-11-04 11:58:26.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,75,,,,,fc53586e68f7648c1dee557eac34771f,2024-11-07 00:00:00.000
aba,171-7783369-9598727,351821822712,tt/d141997345,NORMAL,44551,1170.34,FR,FR,FR,FR,OUTLOOK.COM,2001:0861:35c6:8f40:e593:2467:dcbc:a10e,CC,147,1,0,4,1,1,,ZAYuH5tL82/LQf896GvIrg==,FR,IDF,,69310,50,7.010926,775.056898,2024-10-30 07:50:29.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,dc92982d1b51b39b63a12a56c88f442a,2024-11-07 00:00:00.000
abd,171-9020401-2742721,235521030012,tt/d141997345,NORMAL,5,730.37,FR,FR,FR,FR,ORANGE.FR,2a01:cb1c:09a6:c200:f58b:b786:3d1c:a43c,CC,107,1,1,4,1,1,La Banque Postale,e1TgDxM4oo7+9qmg50rxmA==,FR,PAC,,13015,50,21.027431,1158.146794,2024-11-02 16:39:26.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,c95b3cdc1aa8e454acb0731e88e534d7,2024-11-07 00:00:00.000
abb,202-2680169-5697926,160936004112,tt/d141997345,NORMAL,3,1408.08,,GB,,GB,GMAIL.COM,10.80.188.228,GC,107,1,0,4,1,1,,+iKB4yVqZHOVmuOuLEipuw==,GB,--,,DA8 1HH,14,20.401629,1451.331629,2024-10-29 00:23:46.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,8356068b19a35510fcf897a2cda272a6,2024-11-07 00:00:00.000
abc,203-4711020-6821955,335273759512,tt/d141997345,NORMAL,3,2707.31,,NL,NL,NL,HOTMAIL.COM,10.88.70.126,CC,107,1,0,4,1,2,,mXn2cdJR5t+bk1ETZP27pw==,NL,--,,8226EN,50,136.715337,811.125672,2024-11-01 13:06:17.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,65,,,,,428e22cec63507251d85633472bfe733,2024-11-07 00:00:00.000
aba,304-7853819-4373958,10769597935,tt/d141997345,NORMAL,4,694.62,,DE,DE,DE,GMAIL.COM,10.91.0.188,CC,107,1,0,4,1,1,,5RdinNUaCgxV8+IlmOVF5w==,DE,--,,91710,5,10.782544,10.782544,2024-11-03 14:54:42.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,76,,,,,94c228dfd0bae598bfb117596938570b,2024-11-07 00:00:00.000
abd,306-2609403-3040343,15999475635,tt/d141997345,NORMAL,4,1519.44,,DE,DE,DE,GMAIL.COM,10.90.216.230,CC,107,1,1,4,1,1,Advanzia Bank S.A.,pw+J7PhufRyc7+NJr4kV4A==,DE,--,,24939,8,4.631435,2904.595231,2024-11-04 07:02:37.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,ae19648a71923e745ca0d432dde488aa,2024-11-07 00:00:00.000
abb,407-4650860-1546705,9687787925,tt/d141997345,NORMAL,35691,1220.13,,IT,IT,IT,GMAIL.COM,10.91.54.99,CC,107,1,1,4,1,1,,3A5+NqdJSLNv90Dr+Lmlng==,IT,--,NAPOLI,80017,50,17.366551,3390.638994,2024-11-04 09:31:52.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,64f3e9992f9e2c661ec8c161aba2a191,2024-11-07 00:00:00.000
abc,112-6837562-4817034,119776934902,tt/d141997345,NORMAL,1,1333.97,CR,US,CR,US,GMAIL.COM,163.178.208.34,CC,147,1,0,1,1,2,BANCO_NACIONAL_DE_COSTA_RICA,mXn2cdJR5t+bk1ETZP27pw==,US,--,IN,47401-8105,19,830.806169,1205.87985,2024-10-29 22:48:30.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,70,,,,,1de7d637afabfa6a7202a3e06c7d3e01,2024-11-07 00:00:00.000
aba,171-7786716-7097967,540602687912,tt/d141997345,NORMAL,35691,2654.16,,IT,IT,IT,OUTLOOK.IT,10.81.100.201,CC,107,1,1,4,0,2,,iDliwtnFeyOglg652A16BQ==,IT,--,CASERTA,81030,50,9.224524,374.99141,2024-11-06 12:10:11.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,debe3a9ecac819e7153b698047dc7e84,2024-11-07 00:00:00.000
abd,403-0295454-8678748,231337257512,tt/d141997345,NORMAL,35691,942.07,,IT,IT,IT,GMAIL.COM,10.80.247.219,CC,147,1,0,4,1,1,Revolut,j/fq3qKCrpwbVM9Ss67pmw==,IT,--,SI,53042,31,10.03916,1197.92791,2024-11-06 06:08:43.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,77,,,,,97d3e5ba4fc231517b064ad786b0b30f,2024-11-07 00:00:00.000
abb,403-0803841-0146726,501623988512,tt/d141997345,NORMAL,44551,988.55,ES,ES,ES,ES,GMAIL.COM,213.177.197.99,CC,147,1,1,4,1,1,Banco Santander S.A.,,ES,MD,SALAMANCA,37008,0,3.182874,382.802804,2024-11-01 15:01:22.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,212d4e218413146e7e12323d76f3288e,2024-11-07 00:00:00.000
abc,403-1846411-1532328,813423866212,tt/d141997345,NORMAL,44551,539.09,,PT,PT,PT,GMAIL.COM,10.91.37.54,CC,79,1,1,2,1,1,BANCO SANTANDER TOTTA S.A.,/W1PYYUQeCS5w7rtDBDPuw==,ES,--,VISEU,3500-618,21,26.078155,26.078155,2024-11-04 16:43:39.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,64,,,,,d7ea1a4b5a06fb282c0499adb02ca46a,2024-11-07 00:00:00.000
aba,403-5703917-1980301,29021121012,tt/d141997345,NORMAL,35691,832.6,,IT,IT,IT,GMAIL.COM,10.89.147.225,CC,107,1,1,4,1,1,STAR_PROCESSING_INC,,IT,--,BRESCIA,25131,10,12.13148,1697.564616,2024-11-06 12:20:21.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,1e25ae15090c78c0d3cd54e6534680bd,2024-11-07 00:00:00.000
abd,404-8956150-3161932,24839789715,tt/d141997345,NORMAL,44551,471.91,,ES,ES,ES,GMAIL.COM,10.80.255.146,CC,107,1,1,4,1,1,CAIXABANK S.A.,,US,--,ACORUA,15702,47,5.960262,2838.012149,2024-11-05 21:13:12.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,84,,,,,a75f8f8b8593b5ddc68a24e21dcd3d1e,2024-11-07 00:00:00.000
abb,404-9219823-7593926,792394686112,tt/d141997345,NORMAL,35691,530.3,IT,IT,IT,IT,GMAIL.COM,5.90.75.160,"CC,GC",63,0,0,1,0,1,CSCBANK_SAL,0vamVr9gFINbPd5/1zatmg==,IT,--,BARI,70032,11,0.565155,54.741209,2024-11-06 13:37:30.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,1bd371571095b9080bcb758725d3c570,2024-11-07 00:00:00.000
abc,405-6045137-5197145,14188770225,tt/d141997345,NORMAL,44551,1357.71,ES,ES,ES,ES,GMAIL.COM,95.126.209.223,CC,107,1,0,4,1,2,Banco Santander S.A.,Ycx2/JG1g++Oe9+rR626KA==,ES,MD,MADRID,28040,8,1.624352,2397.777998,2024-11-01 16:14:30.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,33bed7d5a0d8d8baf7e28145939c46e7,2024-11-07 00:00:00.000
aba,408-4086890-4988326,10170751202,tt/d141997345,NORMAL,44551,624.94,ES,ES,DO,ES,GMAIL.COM,79.117.201.79,CC,147,1,1,1,1,1,Asociacion Popular de Ahorros Y Prestamos,ycTC2c+8h/GNsj+65MBGRA==,UNKNOWN,MD,CASTILLALAMANCHA,13003,6,0.0,0.0,2024-11-01 22:51:44.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,61,,,,,5ceb66cd4e2662bc4e9c22b14da0d7c1,2024-11-07 00:00:00.000
abd,171-4588930-8121120,26349661212,tt/d141997345,NORMAL,5,1020.27,,FR,,FR,HMAIL.COM,10.80.238.167,Installments,107,1,0,4,1,1,,,FR,--,,10000,44,187.930475,1999.879607,2024-11-04 12:07:37.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,8c311d76b4453ff44cc9ed210441e6eb,2024-11-07 00:00:00.000
abb,407-1627148-4667565,791900528712,tt/d141997345,NORMAL,35691,1571.79,,IT,IT,IT,GMAIL.COM,10.90.163.61,CC,"23,107",1,1,1,1,3,RBS_CITIZENS_NA,OenemtvkWEylzJ6dkrgv4g==,IT,--,FROSINONE,03019,16,3.711961,54.783628,2024-11-05 14:40:39.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,67,,,,,13495808a710ed36e313ed7c769e528a,2024-11-07 00:00:00.000
abc,407-1843215-6891519,18264582135,tt/d141997345,NORMAL,5,1020.27,,FR,,FR,SFR.FR,10.80.194.88,"CC,GC",107,1,0,4,1,1,La Banque Postale,e1TgDxM4oo7+9qmg50rxmA==,IT,--,,54200,50,33.073906,2750.879056,2024-11-04 16:56:42.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,bcae3c213788733bf1c7ff51a07fa5f4,2024-11-07 00:00:00.000
aba,171-5226718-2229123,577318143912,tt/d141997345,NORMAL,5,2915.86,,FR,FR,FR,OUTLOOK.FR,10.90.52.47,CC,107,1,1,4,1,2,,zeJeRaX0v2Mk4yzLtT0ddA==,FR,--,,95140,35,7.94637,321.756868,2024-11-05 21:16:24.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,75,,,,,0472d4ba2a10ac35a0d01c3ba36a95e8,2024-11-07 00:00:00.000
abd,406-9173842-8701966,508129357712,tt/d141997345,NORMAL,44551,1159.05,,ES,ES,ES,HOTMAIL.COM,10.80.255.146,CC,107,1,1,4,1,1,Banco Bilbao Vizcaya Argentaria S.A. (Bbva),aNyicMDE8lVjH/msFCSotg==,NL,--,BARCELONA,08024,50,2.905847,243.917213,2024-10-28 15:52:02.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,fc4f90cd52f5649c65ff7a161e046af3,2024-11-07 00:00:00.000
abb,406-9314386-6502739,359440126712,tt/d141997345,NORMAL,35691,711.93,,IT,,IT,GMAIL.COM,10.90.163.61,"CC,GC",107,1,1,4,1,1,CSCBANK_SAL,,IT,--,ALESSANDRIA,15048,49,8.894205,688.083013,2024-10-31 15:10:46.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,1c58032f0ff757c8ac384dc42b5aa4e5,2024-11-07 00:00:00.000
abc,408-9018306-5125923,17977125912,tt/d141997345,NORMAL,35691,1158.65,,IT,,IT,GMAIL.COM,10.90.184.22,Installments,107,1,1,4,1,1,,,IT,--,CO,22030,15,24.666978,759.163806,2024-10-29 16:44:51.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,ecdd2e23a382f50c90c76f38873ac4c0,2024-11-07 00:00:00.000
aba,111-7597427-2951426,959327703102,tt/d141997345,NORMAL,1,451.99,,US,US,US,GMAIL.COM,10.90.61.23,CC,147,1,1,1,1,1,USAA Savings Bank,G3IngEeFyC0KdZWMUZgD5w==,US,--,TX,76116-4411,4,0.0,0.0,2024-11-01 18:38:37.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,40e854ec9861a267b55abbc912077915,2024-11-07 00:00:00.000
abd,171-4261433-3599513,10201556612,tt/d141997345,NORMAL,44551,4781.57,ES,ES,ES,ES,INBOX.EU,92.56.190.93,CC,107,1,0,4,1,4,CAIXABANK S.A.,cVP0UhUw8dQlsRZR8SaM7w==,ES,MD,MADRID,28039,10,3.987546,2573.490162,2024-11-05 18:20:53.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,62,,,,,a82f318e7c0f9a06bda87362b927a2ab,2024-11-07 00:00:00.000
abb,204-8433328-1125102,797050259312,tt/d141997345,NORMAL,3,1732.13,GB,DE,DE,DE,OUTLOOK.COM,88.97.215.250,CC,107,1,0,1,1,2,TELLER A.S.,E3e7GdbDsGdDm5VK/Mh2bw==,GB,EN,,50169,50,9.031562,16.220741,2024-11-03 03:29:32.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,3e8f2c77bf657f786f58ded810b2ebc4,2024-11-07 00:00:00.000
abc,404-8359537-5589130,812853769512,tt/d141997345,NORMAL,44551,1518.96,ES,ES,HU,ES,GMAIL.COM,62.87.103.107,CC,107,1,1,1,1,1,,aPg7y+hKqH1IaLfc+8fjWw==,ES,MD,GRANADA,18613,45,7.63985,21.113218,2024-10-30 13:04:07.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,88285fbecdd7fb2e0473b57f405b7d35,2024-11-07 00:00:00.000
